"","x"
"270",0.889317389812834
"271",0.86042809103601
"272",0.888699758338171
"273",0.86042809103601
"274",0.887751982092912
"275",0.879151406272301
"276",0.888639622817039
"277",0.888310851299448
"278",0.887529252783983
"279",0.929108015465886
"280",0.889719992218692
"281",0.86042809103601
"282",0.86042809103601
"283",0.941389735689377
"284",0.88720566714702
"285",0.886649780088526
"286",0.882438738214512
"287",0.887578102218288
"288",0.887730127530785
"289",0.888795007049621
"290",0.871563136046632
"291",0.884928594311839
"292",0.907872351921086
"293",0.117674657282592
"294",0.888903984880456
"295",0.888615781266991
"296",0.86042809103601
"297",0.886331883546942
"298",0.86042809103601
"299",0.888310851299448
"300",0.86042809103601
"301",0.915327571595019
"302",0.889685583395921
"303",0.888143532463164
"304",0.927866810897402
"305",0.86042809103601
"306",0.916338431381898
"307",0.888845141009006
"308",0.928657354482338
"309",0.901119338452883
"310",0.892261739721106
"311",0.889070852465978
"312",0.887955838987757
"313",0.942569148648863
"314",0.123533312382448
"315",0.86042809103601
"316",0.888171151492004
"317",0.86042809103601
"318",0.853769111565004
"319",0.86042809103601
"320",0.86042809103601
"321",0.887727761741589
"322",0.875521690152036
"323",0.906006674781348
"324",0.893373123609908
"325",0.806907958834628
"326",0.887174240472291
"327",0.86042809103601
"328",0.158533291502126
"329",0.88273785487713
"330",0.885938580833618
"331",0.88437301801349
"332",0.86042809103601
"333",0.889397379782457
"334",0.892305120142616
"335",0.905851739316855
"336",0.887529252783983
"337",0.86042809103601
"338",0.958186800447174
"339",0.888845141009006
"340",0.888143532463164
"341",0.86042809103601
"342",0.897623943976739
"343",0.86042809103601
"344",0.86042809103601
"345",0.419434732335815
"346",0.883146616364344
"347",0.884074247127303
"348",0.886351985765996
"349",0.88758474485995
"350",0.887589388305115
"351",0.883787858217135
"352",0.139393134988004
"353",0.888310851299448
"354",0.942488335099239
"355",0.86042809103601
"356",0.882080018264194
"357",0.954283595905919
"358",0.887494843961212
"359",0.905954037056354
"360",0.896187499549298
"361",0.306574781312134
"362",0.120443996520502
"363",0.889034939546492
"364",0.940511342358869
"365",0.879124753360819
"366",0.86042809103601
"367",0.821372404628859
"368",0.924718453303566
"369",0.88934715519044
"370",0.156433446500731
"371",0.887084623008996
"372",0.887226725137521
"373",0.909163327427587
"374",0.916979485326904
"375",0.86042809103601
"376",0.86042809103601
"377",0.889397379782457
"378",0.893343323739501
"379",0.86042809103601
"380",0.888295177778071
"381",0.888996786323914
"382",0.86042809103601
"383",0.888546370122819
"384",0.882507119977403
"385",0.86042809103601
"386",0.544771049410783
"387",0.887698902688177
"388",0.88895275000747
"389",0.900692008363497
"390",0.889018383672849
"391",0.922745137958936
"392",0.677113819356755
"393",0.887292996013682
"394",0.962071859322233
"395",0.86042809103601
"396",0.889275362443705
"397",0.823803203703939
"398",0.932799206228419
"399",0.888615781266991
"400",0.931228244698896
"401",0.888316037180077
"402",0.888511726046251
"403",0.905969767423479
"404",0.86042809103601
"405",0.86042809103601
"406",0.888689847409056
"407",0.887053594311839
"408",0.86042809103601
"409",0.888983974850078
"410",0.889726151300048
"411",0.92542346958981
"412",0.888232141712219
"413",0.86042809103601
"414",0.425042364790713
"415",0.86042809103601
"416",0.86042809103601
"417",0.86042809103601
"418",0.888143532463164
"419",0.88925390249622
"420",0.889626739524472
"421",0.86042809103601
"422",0.884168502682024
"423",0.86042809103601
"424",0.887724203703227
"425",0.967291818768856
"426",0.427834902573497
"427",0.864823583141342
"428",0.882653380823187
"429",0.883146616364344
"430",0.889312746367669
"431",0.138332490635448
"432",0.86042809103601
"433",0.889719992218692
"434",0.86042809103601
"435",0.888310851299448
"436",0.860633856576091
"437",0.899027185102432
"438",0.88749338449621
"439",0.926661312601592
"440",0.889685583395921
"441",0.933706275888471
"442",0.888615781266991
"443",0.888431736076628
"444",0.85254673536397
"445",0.888143532463164
"446",0.86042809103601
"447",0.908040568695482
"448",0.86042809103601
"449",0.888217598605228
"450",0.157717571293425
"451",0.86042809103601
"452",0.88837098682058
"453",0.889018383672849
"454",0.888938393703226
"455",0.887823380225005
"456",0.86042809103601
"457",0.888080518356706
"458",0.893732927171213
"459",0.840082895876928
"460",0.888599054912912
"461",0.888310851299448
"462",0.887524609338818
"463",0.86042809103601
"464",0.888615781266991
"465",0.887981341834927
"466",0.930234596337197
"467",0.888295177778071
"468",0.888295177778071
"469",0.888290534332906
"470",0.887357312461927
"471",0.885148692701397
"472",0.883835571893302
"473",0.86042809103601
"474",0.86042809103601
"475",0.917786137673216
"476",0.86042809103601
"477",0.86042809103601
"478",0.888200010545416
"479",0.889018383672849
"480",0.88934715519044
"481",0.86042809103601
"482",0.888310851299448
"483",0.86042809103601
"484",0.887115847851604
"485",0.887529252783983
"486",0.887436000089763
"487",0.887987265662485
"488",0.86042809103601
"489",0.923820204384328
"490",0.858747597818919
"491",0.885644453392595
"492",0.912648654085454
"493",0.88790824889359
"494",0.889397379782457
"495",0.86042809103601
"496",0.883179502365512
"497",0.888236785157384
"498",0.88781509060825
"499",0.86042809103601
"500",0.887907275692863
"501",0.887022595157384
"502",0.167991702722832
"503",0.888925130978629
"504",0.888703939265285
"505",0.888138910977393
"506",0.86042809103601
"507",0.895247332969791
"508",0.96437574384469
"509",0.888925130978629
"510",0.86042809103601
"511",0.888317010380804
"512",0.86042809103601
"513",0.882153740937181
"514",0.889397379782457
"515",0.969209930993266
"516",0.961717506233035
"517",0.42901994584939
"518",0.887442253579999
"519",0.887292996013682
"520",0.889012459845291
"521",0.888689847409056
"522",0.880688362128942
"523",0.889018618926647
"524",0.94315727472494
"525",0.86042809103601
"526",0.835393293185595
"527",0.888703939265285
"528",0.888138910977393
"529",0.88925390249622
"530",0.88384149572086
"531",0.115535876602199
"532",0.885564463422972
"533",0.813101682752375
"534",0.879752002321429
"535",0.156151036914751
"536",0.867029216096567
"537",0.889018383672849
"538",0.887792155382397
"539",0.888645546644598
"540",0.117295152820904
"541",0.15725801729061
"542",0.122985067097065
"543",0.104521485940184
"544",0.574045575879986
"545",0.103870857885977
"546",0.15076785497274
"547",0.109923192476062
"548",0.106806431037855
"549",0.103314455827925
"550",0.154676557604332
"551",0.137130241177304
"552",0.138456422501914
"553",0.104471995627542
"554",0.1164399823724
"555",0.104386967633942
"556",0.153922926757876
"557",0.104950881556859
"558",0.154833608862282
"559",0.113797015567115
"560",0.124875809489402
"561",0.104976417140784
"562",0.0938252460771669
"563",0.105158964662984
"564",0.151593693466251
"565",0.104110039718839
"566",0.116616710086422
"567",0.18309095109746
"568",0.102998170137283
"569",0.154531082468582
"570",0.1118953162807
"571",0.104297187824426
"572",0.153619135363556
"573",0.147548177171203
"574",0.10535795278589
"575",0.103859288535884
"576",0.105220075891534
"577",0.105058649896143
"578",0.104308651647622
"579",0.138801300177902
"580",0.108338587332394
"581",0.154620552318861
"582",0.105211764964418
"583",0.153922926757876
"584",0.105179140391164
"585",0.114291425800077
"586",0.231067280812509
"587",0.104688008448802
"588",0.105867385815994
"589",0.103092642733479
"590",0.105766985255303
"591",0.106626439044592
"592",0.107544521613968
"593",0.160146283475042
"594",0.154619498640585
"595",0.155697104208714
"596",0.114189205181142
"597",0.158383094659236
"598",0.103521256414925
"599",0.180393910024031
"600",0.112622334095236
"601",0.104217246127562
"602",0.105251861401153
"603",0.125773999173673
"604",0.108227978146247
"605",0.107384078224417
"606",0.161988971886783
"607",0.133423154221806
"608",0.13103142671607
"609",0.112381125824839
"610",0.10842035302284
"611",0.128694379736905
"612",0.140515273376514
"613",0.106889078465222
"614",0.105433250660698
"615",0.142383859103915
"616",0.133643017978322
"617",0.154482235784026
"618",0.086811102518497
"619",0.105002369551624
"620",0.111805574098244
"621",0.126512151388239
"622",0.109623244634262
"623",0.136969962223561
"624",0.104707765913545
"625",0.105691095590464
"626",0.13406378013783
"627",0.105117910528328
"628",0.126241019581679
"629",0.128147849763099
"630",0.113344951405928
"631",0.107084503988642
"632",0.113403362477845
"633",0.185690607011465
"634",0.104211381716221
"635",0.105183556249078
"636",0.107616387098053
"637",0.103143235274279
"638",0.124820687528822
"639",0.104665956806291
"640",0.132207963924555
"641",0.108296957794068
"642",0.104476234426438
"643",0.104913530556294
"644",0.109180422920326
"645",0.104284721854585
"646",0.104706933246648
"647",0.118272583287174
"648",0.106014994683819
"649",0.143886813914416
"650",0.15748226244006
"651",0.125542226489999
"652",0.11164381481585
"653",0.1090647160921
"654",0.104752093144401
"655",0.137176735888234
"656",0.156640345833548
"657",0.162867803595787
"658",0.138348022292097
"659",0.113945845158081
"660",0.104386815125115
"661",0.113382677600673
"662",0.104541853445787
"663",0.108089391843735
"664",0.104894913107852
"665",0.153922926757876
"666",0.114069382216579
"667",0.107151682634662
"668",0.106085160341722
"669",0.153945744019976
"670",0.110985703029537
"671",0.133011472328441
"672",0.0824672944940196
"673",0.105018779546337
"674",0.109800862479785
"675",0.106128888958943
"676",0.105912106652279
"677",0.104913668656744
"678",0.109693508763136
"679",0.123503741060955
"680",0.152562781829986
"681",0.130029855428376
"682",0.104561875090319
"683",0.132163760878876
"684",0.105671080053193
"685",0.105252988331612
"686",0.128857779337396
"687",0.141006055162093
"688",0.104608934372183
"689",0.17328300236392
"690",0.108182502831189
"691",0.110479786239668
"692",0.105748488196513
"693",0.107286926583043
"694",0.108051448340975
"695",0.147606566040304
"696",0.107056299666914
"697",0.104315285116809
"698",0.270669387425322
"699",0.156615905503258
"700",0.106211521083606
"701",0.109658107304755
"702",0.12438172808571
"703",0.104018667651988
"704",0.107064501613511
"705",0.116292161763078
"706",0.104555270988994
"707",0.107994578078927
"708",0.105378711601503
"709",0.107509265873653
"710",0.104946252832972
"711",0.143770620087432
"712",0.105875538879758
"713",0.133467366178389
"714",0.104145330315258
"715",0.112697785322977
"716",0.150612210432467
"717",0.105629836431066
"718",0.104136747132818
"719",0.104045897273571
"720",0.165208743500059
"721",0.104940059903138
"722",0.113760949698197
"723",0.104823859443681
"724",0.104467291457692
"725",0.105761035376054
"726",0.172801816465898
"727",0.111435080085872
"728",0.133729065958335
"729",0.150945133343564
"730",0.104037921983159
"731",0.108633166480059
"732",0.117635996118851
"733",0.107743423465017
"734",0.105768624848408
"735",0.146033325128793
"736",0.10535102006518
"737",0.108567823738784
"738",0.108419862710352
"739",0.107221786982393
"740",0.105075925467388
"741",0.103581485361399
"742",0.111451271874188
"743",0.156037802494198
"744",0.155194724198865
"745",0.105029884519168
"746",0.131596529278475
"747",0.157970831029971
"748",0.108145757959791
"749",0.106348652672396
"750",0.164991182339276
"751",0.105272920388786
"752",0.140239332469313
"753",0.195744134940228
"754",0.129574308867133
"755",0.104320570457921
"756",0.10777071550723
"757",0.132266907395561
"758",0.241394493408088
"759",0.104222814513344
"760",0.106094875077956
"761",0.104419378256169
"762",0.109049913149418
"763",0.114613671150646
"764",0.104666057947049
"765",0.107537482633373
"766",0.104013513226958
"767",0.104167464507487
"768",0.104787387710094
"769",0.084321576464386
"770",0.106101638160491
"771",0.104137301209018
"772",0.110381619870229
"773",0.262442576069115
"774",0.174635619436634
"775",0.106906184757003
"776",0.135998439442207
"777",0.106090552742445
"778",0.107253082275288
"779",0.104784003492774
"780",0.108996286275731
"781",0.122571671548948
"782",0.134130734630911
"783",0.105049427600148
"784",0.119025078102703
"785",0.107379066217157
"786",0.113428747847559
"787",0.108833802968631
"788",0.136562053328455
"789",0.105054485804281
"790",0.107849041967829
"791",0.106797892157163
"792",0.168317361446725
"793",0.0570431750947476
"794",0.106325964760238
"795",0.169224343406288
"796",0.125484745213312
"797",0.104471965804669
"798",0.156049513902048
"799",0.129609898602913
"800",0.0479722204501179
"801",0.137695732220782
"802",0.104997151472498
"803",0.152880903537972
"804",0.154632263726711
"805",0.10228905732298
"806",0.120324035790715
"807",0.107960201727026
"808",0.170661146344422
"809",0.10514154901891
"810",0.152236938048284
"811",0.155143561276918
"812",0.132311756669302
"813",0.103221417455028
"814",0.110177647301156
"815",0.104699231804519
"816",0.110110673633933
"817",0.104277747140733
"818",0.103887181084729
"819",0.104730137109626
"820",0.22103758881079
"821",0.134949223690187
"822",0.107954505224782
"823",0.106813942362691
"824",0.114544006015081
"825",0.103323395384039
"826",0.130155623787325
"827",0.103823263190163
"828",0.132334580190453
"829",0.107718873641382
"830",0.104198713473346
"831",0.136370718624967
"832",0.106060558196047
"833",0.126886437364415
"834",0.104503749930805
"835",0.103763022418098
"836",0.103723180507504
"837",0.265569339634914
"838",0.110393436492546
"839",0.10391268037551
"840",0.111147110805455
"841",0.139637069311141
"842",0.106194569862027
"843",0.10669616466415
"844",0.192647554000359
"845",0.116569897468383
"846",0.107573393357289
"847",0.155384701451344
"848",0.144596853342568
"849",0.114101623665406
"850",0.105395427652974
"851",0.104596615353512
"852",0.126863842289303
"853",0.102979562098948
"854",0.10553355213261
"855",0.13207445895721
"856",0.18025222520537
"857",0.104078355534433
"858",0.121264937700231
"859",0.111588960248056
"860",0.103389411750998
"861",0.105964513269646
"862",0.103672843226615
"863",0.0871183079445842
"864",0.0870741150641022
"865",0.0837279792097981
"866",0.190426995538929
"867",0.091821631685909
"868",0.104235209657463
"869",0.104481114682542
"870",0.155662575538764
"871",0.110819743252941
"872",0.110883362955091
"873",0.110613529783905
"874",0.108434736102085
"875",0.124615985547049
"876",0.0925810584095902
"877",0.0913425063894999
"878",0.171635603644752
"879",0.103079186786604
"880",0.0572981886617289
"881",0.104157728429808
"882",0.146120586754026
"883",0.104976890810259
"884",0.104258515644194
"885",0.103366362745746
"886",0.107074004256603
"887",0.140257051810816
"888",0.146561708287862
"889",0.133359532345198
"890",0.105067168256663
"891",0.106819796657599
"892",0.104482264840659
"893",0.09728728362781
"894",0.105422789579724
"895",0.0933995919710983
"896",0.117846620662123
"897",0.103927020420652
"898",0.197414760971558
"899",0.104288980791041
"900",0.112968510848583
"901",0.105083235186825
"902",0.108995484059255
"903",0.104054739514824
"904",0.153500245075604
"905",0.105744952642225
"906",0.105761427335787
"907",0.0898190465562141
"908",0.103331753314759
"909",0.0913575018678263
"910",0.105187708812141
"911",0.169564222191325
"912",0.108269658396145
"913",0.105387298371566
"914",0.103253832714426
"915",0.109896342426118
"916",0.110850710648758
"917",0.10545593036184
"918",0.154202749501904
"919",0.104461113762861
"920",0.104765533751546
"921",0.105927845929146
"922",0.132221312899023
"923",0.136766644675876
"924",0.148572164948478
"925",0.104894653511865
"926",0.103980903418784
"927",0.105148679193783
"928",0.148621153508595
"929",0.147108725040737
"930",0.108409243391323
"931",0.131569041488746
"932",0.104593658912357
"933",0.112381339717625
"934",0.104296070904046
"935",0.126771206831312
"936",0.107717394764453
"937",0.0951416172473181
"938",0.103489488595809
"939",0.17274344831728
"940",0.107221786982393
"941",0.139321655108411
"942",0.104186055678692
"943",0.104940346066653
"944",0.106971696749271
"945",0.10269906218414
"946",0.106647446872794
"947",0.109456197454872
"948",0.160030841828477
"949",0.127012011446149
"950",0.177495186827929
"951",0.10561115111954
"952",0.143297400678882
"953",0.104889954416544
"954",0.121174361859801
"955",0.138547986746852
"956",0.149801550021467
"957",0.10404727422051
"958",0.138708997216618
"959",0.139861693538511
"960",0.145716313893231
"961",0.220341685490185
"962",0.104017698958519
"963",0.125193428615408
"964",0.177876247975554
"965",0.135008196634455
"966",0.233970394168359
"967",0.104167466357508
"968",0.104888880460481
"969",0.155016196325394
"970",0.105279088720367
"971",0.17133522539788
"972",0.147960278014001
"973",0.103890101373837
"974",0.10590827989112
"975",0.104529241438924
"976",0.108975611768364
"977",0.132321203517957
"978",0.104615995661777
"979",0.107091970918878
"980",0.108864197489705
"981",0.105693808729747
"982",0.156433446500731
"983",0.120979901962283
"984",0.156433446500731
"985",0.103655163754732
"986",0.12793700879476
"987",0.216195898897289
"988",0.0876616069825071
"989",0.120131464894339
"990",0.0877277288985466
"991",0.143578452483006
"992",0.0872081854169323
"993",0.0860773348056825
"994",0.110840181468826
"995",0.10431240595549
"996",0.251444758611429
"997",0.104529002302
"998",0.111347508062544
"999",0.136523479204798
"1000",0.106932946227262
"1001",0.0897961720004162
"1002",0.512847061058407
"1003",0.0997608692620485
"1004",0.087763019839573
"1005",0.103845921643523
"1006",0.118948780311601
"1007",0.126357098755158
"1008",0.104766816740891
"1009",0.13701357675549
"1010",0.128026083944721
"1011",0.102911477634511
"1012",0.116808274229309
"1013",0.102768799931471
"1014",0.124139847687263
"1015",0.104663273335638
"1016",0.105241304289428
"1017",0.103525993502706
"1018",0.103525993502706
"1019",0.0847217713552994
"1020",0.108032194331909
"1021",0.10423914702462
"1022",0.0903559944620561
"1023",0.140591280679935
"1024",0.107833176469266
"1025",0.104747013563029
"1026",0.108399641946146
"1027",0.107905798095545
"1028",0.10987096064192
"1029",0.110777182710285
"1030",0.105658233851396
"1031",0.104078355534433
"1032",0.139596521974678
"1033",0.10696216437983
"1034",0.103558333003145
"1035",0.103636590942853
"1036",0.0871457213207411
"1037",0.106259622795495
"1038",0.149516974746941
"1039",0.109914835924332
"1040",0.174399194686417
"1041",0.104881479230069
"1042",0.155016196325394
"1043",0.111759794710132
"1044",0.10302718732862
"1045",0.11205156619422
"1046",0.104928795263567
"1047",0.150378266751278
"1048",0.153857492703218
"1049",0.136723077642311
"1050",0.108954700168811
"1051",0.105411384035814
"1052",0.0452628507960031
"1053",0.107771893062742
"1054",0.105070920227564
"1055",0.107837191997449
"1056",0.112058351554529
"1057",0.155483735372287
"1058",0.15748226244006
"1059",0.134837963032928
"1060",0.703582239999498
"1061",0.137213177275619
"1062",0.105578420908028
"1063",0.108639962863475
"1064",0.103203607451602
"1065",0.122981312382448
"1066",0.104317386313287
"1067",0.144548546728161
"1068",0.102952060824575
"1069",0.137649839856475
"1070",0.105627170126594
"1071",0.104771558250803
"1072",0.159419604110658
"1073",0.103567715322733
"1074",0.103727281490412
"1075",0.104858100615007
"1076",0.117274062033735
"1077",0.104517624433987
"1078",0.154244271685151
"1079",0.107966658774528
"1080",0.10406188975736
"1081",0.109676734750376
"1082",0.108792632656952
"1083",0.13698229909636
"1084",0.110866067430318
"1085",0.105323927948164
"1086",0.10448306147221
"1087",0.14497098271563
"1088",0.142153579056761
"1089",0.10467898146883
"1090",0.103611800381529
"1091",0.105508560182589
"1092",0.103758845226262
"1093",0.16486856940469
"1094",0.136684617807349
"1095",0.139008710371627
"1096",0.147606566040304
"1097",0.506572929523199
"1098",0.105264822138274
"1099",0.103534505061902
"1100",0.149004808318709
"1101",0.106578757183321
"1102",0.104565665450298
"1103",0.108879257356724
"1104",0.114241938396238
"1105",0.104284019520514
"1106",0.106706317025985
"1107",0.107859639382958
"1108",0.159396786848558
"1109",0.146846543345592
"1110",0.105478672448119
"1111",0.105398343967588
"1112",0.105330733300366
"1113",0.15748226244006
"1114",0.163722908606726
"1115",0.165356863424323
"1116",0.104726553708105
"1117",0.124388415139076
"1118",0.0886670857719004
"1119",0.0979832428943946
"1120",0.0883124018771361
"1121",0.0891793010953442
"1122",0.123350889825889
"1123",0.0872873945499127
"1124",0.135048356815267
"1125",0.135025783525649
"1126",0.113789070792019
"1127",0.12183603763726
"1128",0.106103448497484
"1129",0.157674498070873
"1130",0.101762601698228
"1131",0.111714882993335
"1132",0.169516896621206
"1133",0.598939771598082
"1134",0.110984780338459
"1135",0.110004974865648
"1136",0.181878725177527
"1137",0.155024110304875
"1138",0.103855722310483
"1139",0.103795422344049
"1140",0.107987056420895
"1141",0.138016236315993
"1142",0.1075830551344
"1143",0.105987645783219
"1144",0.111738743099326
"1145",0.104471995627542
"1146",0.138799971137533
"1147",0.111388867022072
"1148",0.10353422729579
"1149",0.169363289842272
"1150",0.103588803357298
"1151",0.103106012105104
"1152",0.12466962263759
"1153",0.108952753379144
"1154",0.31194423579226
"1155",0.107308268500552
"1156",0.104394032836465
"1157",0.104608822859365
"1158",0.104915815469341
"1159",0.153867456846711
"1160",0.105184217643922
"1161",0.107152396915355
"1162",0.0847164617183319
"1163",0.108556729270893
"1164",0.105248809204989
"1165",0.123819423760369
"1166",0.146323408621891
"1167",0.0958755009695598
"1168",0.111234529496983
"1169",0.10659599123017
"1170",0.13777449486409
"1171",0.145467156649197
"1172",0.103561606331489
"1173",0.105585221950322
"1174",0.103777475540452
"1175",0.103521256414925
"1176",0.105940728606371
"1177",0.109129499164844
"1178",0.10259475304631
"1179",0.136962249818406
"1180",0.108331396150877
"1181",0.105396568085502
"1182",0.104888013570945
"1183",0.104005502810833
"1184",0.104684095728342
"1185",0.109317752853609
"1186",0.105937245242965
"1187",0.129801613428571
"1188",0.15498905744481
"1189",0.105360479800613
"1190",0.11039344587606
"1191",0.105218656813433
"1192",0.121689417688689
"1193",0.097089692690183
"1194",0.106198534237106
"1195",0.103253832714426
"1196",0.105389107547339
"1197",0.104985238310579
"1198",0.152917845931604
"1199",0.0993960074161079
"1200",0.10284526924444
"1201",0.105654434039745
"1202",0.105230655859264
"1203",0.11043457571662
"1204",0.107000939130509
"1205",0.136521572623469
"1206",0.131364745104963
"1207",0.28187741474847
"1208",0.145932354509427
"1209",0.103779457656645
"1210",0.158354763628655
"1211",0.110084943142145
"1212",0.165905723210418
"1213",0.10493450084584
"1214",0.103975156484829
"1215",0.10808800802705
"1216",0.190681840612876
"1217",0.103506929937111
"1218",0.287098934150215
"1219",0.104941881593479
"1220",0.111560981273268
"1221",0.109968370242563
"1222",0.119353540238445
"1223",0.116410941755778
"1224",0.130631596323767
"1225",0.117582489610257
"1226",0.1191440985035
"1227",0.112347257148407
"1228",0.105151424405173
"1229",0.106142328653091
"1230",0.114387482300371
"1231",0.109348160139471
"1232",0.138946073585422
"1233",0.150176776976901
"1234",0.143823772021885
"1235",0.154870345321375
"1236",0.125312028126992
"1237",0.102626645380933
"1238",0.176094521737022
"1239",0.116834501342671
"1240",0.153570517064542
"1241",0.12507284555394
"1242",0.10662974721454
"1243",0.106518975264998
"1244",0.122050005571958
"1245",0.109798126883305
"1246",0.170411304919846
